LocationA,LocationB,Distance,StartLat,StartLon,EndLat,EndLon
IMG_5746.JPG,IMG_5746.JPG,0.0,41.2993138888889,-82.9841611111111,41.2993138888889,-82.9841611111111
IMG_5746.JPG,IMG_5743.JPG,0.0,41.2993138888889,-82.9841611111111,41.2993138888889,-82.9841611111111
IMG_5746.JPG,IMG_5744.JPG,0.0,41.2993138888889,-82.9841611111111,41.2993138888889,-82.9841611111111
IMG_4569.JPG,IMG_4573.jpg,0.0021833333333916016,40.4436833333333,-79.9460444444445,40.4432611111111,-79.9442833333333
IMG_4569.JPG,IMG_4583.JPG,9.388888888892666E-4,40.4436833333333,-79.9460444444445,40.4434388888889,-79.94535
IMG_4573.jpg,IMG_4569.JPG,0.0021833333333916016,40.4432611111111,-79.9442833333333,40.4436833333333,-79.9460444444445
IMG_4573.jpg,IMG_4583.JPG,0.001244444444502335,40.4432611111111,-79.9442833333333,40.4434388888889,-79.94535
IMG_4583.JPG,IMG_4569.JPG,9.388888888892666E-4,40.4434388888889,-79.94535,40.4436833333333,-79.9460444444445
IMG_4583.JPG,IMG_4573.jpg,0.001244444444502335,40.4434388888889,-79.94535,40.4432611111111,-79.9442833333333
IMG_4622.JPG,IMG_4630.jpg,4.6944444440555344E-4,40.4543444444444,-79.9094083333333,40.4540972222222,-79.9091861111111
IMG_4622.JPG,IMG_4634.jpg,0.001330555555497881,40.4543444444444,-79.9094083333333,40.4539444444444,-79.9084777777778
IMG_4622.JPG,IMG_4635.jpg,0.0016166666666066476,40.4543444444444,-79.9094083333333,40.4539111111111,-79.908225
IMG_4622.JPG,IMG_4644.jpg,0.0017166666666099673,40.4543444444444,-79.9094083333333,40.4537861111111,-79.90825
IMG_4622.JPG,IMG_4648.JPG,7.166666666122978E-4,40.4543444444444,-79.9094083333333,40.4539861111111,-79.90905
IMG_4622.JPG,IMG_4655.JPG,3.999999998995918E-4,40.4543444444444,-79.9094083333333,40.4541055555556,-79.9095694444444
IMG_4630.jpg,IMG_4622.JPG,4.6944444440555344E-4,40.4540972222222,-79.9091861111111,40.4543444444444,-79.9094083333333
IMG_4630.jpg,IMG_4634.jpg,8.611111110923275E-4,40.4540972222222,-79.9091861111111,40.4539444444444,-79.9084777777778
IMG_4630.jpg,IMG_4635.jpg,0.0011472222222010942,40.4540972222222,-79.9091861111111,40.4539111111111,-79.908225
IMG_4630.jpg,IMG_4644.jpg,0.0012472222222044138,40.4540972222222,-79.9091861111111,40.4537861111111,-79.90825
IMG_4630.jpg,IMG_4648.JPG,2.472222222067444E-4,40.4540972222222,-79.9091861111111,40.4539861111111,-79.90905
IMG_4630.jpg,IMG_4655.JPG,3.9166666670098493E-4,40.4540972222222,-79.9091861111111,40.4541055555556,-79.9095694444444
IMG_4634.jpg,IMG_4622.JPG,0.001330555555497881,40.4539444444444,-79.9084777777778,40.4543444444444,-79.9094083333333
IMG_4634.jpg,IMG_4630.jpg,8.611111110923275E-4,40.4539444444444,-79.9084777777778,40.4540972222222,-79.9091861111111
IMG_4634.jpg,IMG_4635.jpg,2.8611111110876664E-4,40.4539444444444,-79.9084777777778,40.4539111111111,-79.908225
IMG_4634.jpg,IMG_4644.jpg,3.861111111120863E-4,40.4539444444444,-79.9084777777778,40.4537861111111,-79.90825
IMG_4634.jpg,IMG_4648.JPG,6.138888888855831E-4,40.4539444444444,-79.9084777777778,40.4539861111111,-79.90905
IMG_4634.jpg,IMG_4655.JPG,0.0012527777777933125,40.4539444444444,-79.9084777777778,40.4541055555556,-79.9095694444444
IMG_4635.jpg,IMG_4622.JPG,0.0016166666666066476,40.4539111111111,-79.908225,40.4543444444444,-79.9094083333333
IMG_4635.jpg,IMG_4630.jpg,0.0011472222222010942,40.4539111111111,-79.908225,40.4540972222222,-79.9091861111111
IMG_4635.jpg,IMG_4634.jpg,2.8611111110876664E-4,40.4539111111111,-79.908225,40.4539444444444,-79.9084777777778
IMG_4635.jpg,IMG_4644.jpg,1.4999999999076863E-4,40.4539111111111,-79.908225,40.4537861111111,-79.90825
IMG_4635.jpg,IMG_4648.JPG,8.999999999943498E-4,40.4539111111111,-79.908225,40.4539861111111,-79.90905
IMG_4635.jpg,IMG_4655.JPG,0.001538888888902079,40.4539111111111,-79.908225,40.4541055555556,-79.9095694444444
IMG_4644.jpg,IMG_4622.JPG,0.0017166666666099673,40.4537861111111,-79.90825,40.4543444444444,-79.9094083333333
IMG_4644.jpg,IMG_4630.jpg,0.0012472222222044138,40.4537861111111,-79.90825,40.4540972222222,-79.9091861111111
IMG_4644.jpg,IMG_4634.jpg,3.861111111120863E-4,40.4537861111111,-79.90825,40.4539444444444,-79.9084777777778
IMG_4644.jpg,IMG_4635.jpg,1.4999999999076863E-4,40.4537861111111,-79.90825,40.4539111111111,-79.908225
IMG_4644.jpg,IMG_4648.JPG,9.999999999976694E-4,40.4537861111111,-79.90825,40.4539861111111,-79.90905
IMG_4644.jpg,IMG_4655.JPG,0.0016388888889053987,40.4537861111111,-79.90825,40.4541055555556,-79.9095694444444
IMG_4648.JPG,IMG_4622.JPG,7.166666666122978E-4,40.4539861111111,-79.90905,40.4543444444444,-79.9094083333333
IMG_4648.JPG,IMG_4630.jpg,2.472222222067444E-4,40.4539861111111,-79.90905,40.4540972222222,-79.9091861111111
IMG_4648.JPG,IMG_4634.jpg,6.138888888855831E-4,40.4539861111111,-79.90905,40.4539444444444,-79.9084777777778
IMG_4648.JPG,IMG_4635.jpg,8.999999999943498E-4,40.4539861111111,-79.90905,40.4539111111111,-79.908225
IMG_4648.JPG,IMG_4644.jpg,9.999999999976694E-4,40.4539861111111,-79.90905,40.4537861111111,-79.90825
IMG_4648.JPG,IMG_4655.JPG,6.388888889077293E-4,40.4539861111111,-79.90905,40.4541055555556,-79.9095694444444
IMG_4655.JPG,IMG_4622.JPG,3.999999998995918E-4,40.4541055555556,-79.9095694444444,40.4543444444444,-79.9094083333333
IMG_4655.JPG,IMG_4630.jpg,3.9166666670098493E-4,40.4541055555556,-79.9095694444444,40.4540972222222,-79.9091861111111
IMG_4655.JPG,IMG_4634.jpg,0.0012527777777933125,40.4541055555556,-79.9095694444444,40.4539444444444,-79.9084777777778
IMG_4655.JPG,IMG_4635.jpg,0.001538888888902079,40.4541055555556,-79.9095694444444,40.4539111111111,-79.908225
IMG_4655.JPG,IMG_4644.jpg,0.0016388888889053987,40.4541055555556,-79.9095694444444,40.4537861111111,-79.90825
IMG_4655.JPG,IMG_4648.JPG,6.388888889077293E-4,40.4541055555556,-79.9095694444444,40.4539861111111,-79.90905
IMG_4669.jpg,IMG_4692.JPG,0.0018027777777902543,40.5360111111111,-79.9460305555556,40.5364083333333,-79.944625
IMG_4692.JPG,IMG_4669.jpg,0.0018027777777902543,40.5364083333333,-79.944625,40.5360111111111,-79.9460305555556
IMG_5746.JPG,IMG_5746.JPG,0.0,41.2993138888889,-82.9841611111111,41.2993138888889,-82.9841611111111
IMG_5746.JPG,IMG_5743.JPG,0.0,41.2993138888889,-82.9841611111111,41.2993138888889,-82.9841611111111
IMG_5746.JPG,IMG_5744.JPG,0.0,41.2993138888889,-82.9841611111111,41.2993138888889,-82.9841611111111
IMG_5743.JPG,IMG_5746.JPG,0.0,41.2993138888889,-82.9841611111111,41.2993138888889,-82.9841611111111
IMG_5743.JPG,IMG_5746.JPG,0.0,41.2993138888889,-82.9841611111111,41.2993138888889,-82.9841611111111
IMG_5743.JPG,IMG_5744.JPG,0.0,41.2993138888889,-82.9841611111111,41.2993138888889,-82.9841611111111
IMG_5744.JPG,IMG_5746.JPG,0.0,41.2993138888889,-82.9841611111111,41.2993138888889,-82.9841611111111
IMG_5744.JPG,IMG_5746.JPG,0.0,41.2993138888889,-82.9841611111111,41.2993138888889,-82.9841611111111
IMG_5744.JPG,IMG_5743.JPG,0.0,41.2993138888889,-82.9841611111111,41.2993138888889,-82.9841611111111
france_sampledata 5.jpg,france_sampledata 4.jpg,3.250000000543096E-4,46.4925083333333,-1.77652777777778,46.4927638888889,-1.77645833333333
france_sampledata 4.jpg,france_sampledata 5.jpg,3.250000000543096E-4,46.4927638888889,-1.77645833333333,46.4925083333333,-1.77652777777778
