fulcrum_id,fulcrum_parent_id,fulcrum_record_id,fulcrum_record_version,version,caption,latitude,longitude,geometry,file_size,uploaded_at,exif_date_time,exif_gps_altitude,exif_gps_date_stamp,exif_gps_time_stamp,exif_gps_dop,exif_gps_img_direction,exif_gps_img_direction_ref,exif_gps_latitude,exif_gps_latitude_ref,exif_gps_longitude,exif_gps_longitude_ref,exif_make,exif_model,exif_orientation,exif_pixel_x_dimension,exif_pixel_y_dimension,exif_software,exif_x_resolution,exif_y_resolution
3e4cf9f2-6951-4981-a01e-5f8e0e51e388,5dd57ba5-9f24-447e-9a66-ebeecb7e05c6,63d99e29-a9b1-4a01-a54a-5e49463cc82f,1,1,"",55.71453,-3.95472,POINT (-3.95472 55.71453),221365,2016-04-16 15:15:18 UTC,2016-04-16 14:47:50 UTC,155.048828125,2016-04-16,13:47:52,5.0,197.20987654320987,M,"55.0,42.0,52.29",N,"3.0,57.0,16.98",W,Apple,"iPhone5,2","",810,1080,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
7cf9b57f-da1e-4b0c-9e6b-ea36e84fba25,6978d381-bf86-462a-8636-649221d2beac,d76e42ba-f02e-4fd7-b9fa-69899af48995,1,1,"",55.69291,-3.99016,POINT (-3.99016 55.69291),203730,2016-04-16 15:15:25 UTC,2016-04-16 14:51:39 UTC,149.91735537190084,2016-04-16,13:51:41,10.0,80.3814303638645,M,"55.0,41.0,34.47",N,"3.0,59.0,24.58",W,Apple,"iPhone5,2","",810,1080,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
0fc382d5-82a0-4000-a254-4f0630244b13,5722b59e-6beb-4209-ac45-6c6077076fda,ee583744-cbea-4c32-ab6e-03d42bf4a806,1,1,"",55.68701,-4.00458,POINT (-4.00458 55.68701),171038,2016-04-16 15:15:32 UTC,2016-04-16 14:53:10 UTC,152.0483870967742,2016-04-16,13:53:13,5.0,239.7495107632094,M,"55.0,41.0,13.22",N,"4.0,0.0,16.5",W,Apple,"iPhone5,2","",810,1080,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
e5341149-c42d-468e-8fa3-455da8cae6e9,da1d2d04-8e55-4e94-a8cb-24097da79c43,7c89fd2e-e84b-497c-a4b1-9fad405827bb,1,1,"",55.68564,-4.0188,POINT (-4.0188 55.68564),168396,2016-04-16 15:15:39 UTC,2016-04-16 14:54:00 UTC,137.94886363636363,2016-04-16,13:54:02,5.0,244.01119402985074,M,"55.0,41.0,8.3",N,"4.0,1.0,7.68",W,Apple,"iPhone5,2","",810,1080,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
2f756001-5531-43e1-85f6-477fd4ae126f,6cedfa7d-5c37-4bf6-836d-54e5cf4e97c5,8b0df84b-5b5b-4e06-8855-6e9f0131a5a6,1,1,"",55.67749,-4.05247,POINT (-4.05247 55.67749),185981,2016-04-16 15:16:05 UTC,2016-04-16 14:55:43 UTC,179.53917050691246,2016-04-16,13:55:46,5.0,233.5740318906606,M,"55.0,40.0,38.96",N,"4.0,3.0,8.9",W,Apple,"iPhone5,2","",810,1080,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
36aa2c04-8083-4128-adc0-4365da25396a,fd4a5f91-fc2a-4f04-9b9c-33f7d449cd04,9bed368a-a2ee-4793-abdc-0f07950c7be9,1,1,"",55.67664,-4.06458,POINT (-4.06458 55.67664),265227,2016-04-17 12:41:40 UTC,2016-04-16 16:07:16 UTC,182.0065789473684,2016-04-16,15:07:27,10.0,171.95703125,M,"55.0,40.0,35.92",N,"4.0,3.0,52.5",W,Apple,"iPhone5,2","",810,1080,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
3095bf02-3ac3-4a18-a1d6-7e4ecb890a0e,1de9e303-8a4b-433b-a57e-2874c0a42124,3cf6aa8f-9033-40a2-9bd4-eb4cdf450826,1,1,"",55.67663,-4.06456,POINT (-4.06456 55.67663),273881,2016-04-16 15:18:21 UTC,2016-04-16 16:07:36 UTC,186.72527472527472,2016-04-16,15:07:37,10.0,194.03225806451613,M,"55.0,40.0,35.87",N,"4.0,3.0,52.42",W,Apple,"iPhone5,2","",810,1080,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
2fa54169-9881-4dd3-bdc6-48529739fb18,ce341b90-d443-4d1b-aff5-4519b5d3c2e9,71292065-5df3-448e-b680-0afcf08d38c4,1,1,"",55.67658,-4.06501,POINT (-4.06501 55.67658),204791,2016-04-16 15:18:27 UTC,2016-04-16 16:10:34 UTC,182.6830601092896,2016-04-16,15:10:35,5.0,300.2130177514793,M,"55.0,40.0,35.69",N,"4.0,3.0,54.05",W,Apple,"iPhone5,2","",810,1080,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
6f0a93d3-4809-4c13-aa3d-45946229dea1,95ef7813-3100-4280-ba59-d324aacc80f4,e9a1f715-03f0-47c0-aea9-b9e3ef720d04,1,1,"",55.67656,-4.06523,POINT (-4.06523 55.67656),236367,2016-04-16 15:18:37 UTC,2016-04-16 16:11:00 UTC,190.7146017699115,2016-04-16,15:11:01,5.0,58.67206477732793,M,"55.0,40.0,35.6",N,"4.0,3.0,54.84",W,Apple,"iPhone5,2","",810,1080,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
992e6a71-a9ac-450b-81e3-a01d8d3d1596,42152766-7b18-4be4-8119-6de1ce058297,767f4742-97ae-4268-b0a1-4529624e0a24,1,1,"",55.67647,-4.06554,POINT (-4.06554 55.67647),247488,2016-04-16 15:18:43 UTC,2016-04-16 16:11:46 UTC,182.51020408163265,2016-04-16,15:11:50,5.0,297.6555023923445,M,"55.0,40.0,35.29",N,"4.0,3.0,55.96",W,Apple,"iPhone5,2","",810,1080,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
fe4960f2-8ee1-4e6f-8464-1f26f5c7acf9,63a1129d-5489-4f2d-889d-cc8571d617ee,86087b6d-cf80-4346-bb34-cfc13b9e94a3,1,1,"",55.67663,-4.06591,POINT (-4.06591 55.67663),155742,2016-04-16 15:18:47 UTC,2016-04-16 16:12:21 UTC,177.8090909090909,2016-04-16,15:12:22,5.0,252.61928934010152,M,"55.0,40.0,35.87",N,"4.0,3.0,57.27",W,Apple,"iPhone5,2","",810,1080,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
682a37f2-6599-44dc-aed3-534b41e4f3bb,63189452-7db3-462b-bf76-ad3c0e90c5bb,d08e2b7b-ca8e-4f73-868d-1003d3ff95d8,1,1,"",55.79881,-3.8451,POINT (-3.8451 55.79881),165205,2016-04-17 12:41:43 UTC,2016-04-16 16:43:23 UTC,157.45711835334478,2016-04-16,15:43:25,10.0,315.56296296296296,M,"55.0,47.0,55.72",N,"3.0,50.0,42.36",W,Apple,"iPhone5,2","",810,1080,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
dc2284cc-1a93-40d4-bf4d-9c21d1ae237d,ffc462d1-d8cd-4c08-aee9-0dd5c206c73c,822ff783-133b-4816-bef7-1d9d582a61b3,1,1,"",55.80816,-3.79908,POINT (-3.79908 55.80816),199074,2016-04-17 12:41:46 UTC,2016-04-16 16:46:10 UTC,202.15298507462686,2016-04-16,15:46:11,10.0,335.9484536082474,M,"55.0,48.0,29.39",N,"3.0,47.0,56.67",W,Apple,"iPhone5,2","",810,1080,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
dbf105b3-0691-45e8-964e-35713c8a4722,4ecc6d8b-b837-4bcd-a69a-dbed491ddaea,e32d06f5-dc42-4fd4-94e0-6462c508ddd9,1,1,"",55.80538,-3.76804,POINT (-3.76804 55.80538),188695,2016-04-17 12:41:49 UTC,2016-04-16 16:47:20 UTC,236.92640692640694,2016-04-16,15:47:24,10.0,344.07103825136613,M,"55.0,48.0,19.37",N,"3.0,46.0,4.93",W,Apple,"iPhone5,2","",810,1080,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
f18b63dc-9ef3-41a9-acde-6f590c443b58,17754499-a6f5-45ea-835b-909fedc1eb8d,2783544c-da9d-47aa-b291-ae70892ed597,1,1,"",55.80753,-3.74728,POINT (-3.74728 55.80753),240030,2016-04-17 12:41:53 UTC,2016-04-16 16:48:09 UTC,228.6624203821656,2016-04-16,15:48:11,10.0,324.6290909090909,M,"55.0,48.0,27.12",N,"3.0,44.0,50.22",W,Apple,"iPhone5,2","",810,1080,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
a589868d-ad7a-40bf-89bf-269b2a7ed034,5359d7d3-feac-4b2a-a256-c107df45a00c,02b5490c-f527-4ab4-882d-77e4fdc7faed,1,1,"",55.81101,-3.71536,POINT (-3.71536 55.81101),189773,2016-04-17 12:41:56 UTC,2016-04-16 16:49:27 UTC,223.292817679558,2016-04-16,15:49:29,10.0,325.3334656609766,M,"55.0,48.0,39.62",N,"3.0,42.0,55.29",W,Apple,"iPhone5,2","",810,1080,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
8a986938-0692-4adc-922e-8052db6c410e,c60274d3-e6cc-4852-b713-8a77a1b7deed,1b525581-7078-4d11-bc11-2d83245f69db,1,1,"",55.99079,-3.40469,POINT (-3.40469 55.99079),204504,2016-04-17 12:41:59 UTC,2016-04-17 13:32:03 UTC,25.40035587188612,2016-04-17,12:32:04,5.0,273.1554054054054,M,"55.0,59.0,26.86",N,"3.0,24.0,16.9",W,Apple,"iPhone5,2","",810,1080,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
989bd627-849f-41f9-8575-be3e3b9eabc5,3ccea5a6-de0f-422c-931b-6cbb2025f17c,599def14-19d6-40ea-9b04-73ac637f4150,1,1,"",55.9948,-3.40451,POINT (-3.40451 55.9948),202142,2016-04-17 12:42:03 UTC,2016-04-17 13:32:28 UTC,12.811061946902655,2016-04-17,12:32:31,5.0,259.78195488721803,M,"55.0,59.0,41.27",N,"3.0,24.0,16.23",W,Apple,"iPhone5,2","",810,1080,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
e6dc086b-a20f-4bf0-b333-8174d46f53b6,3ccea5a6-de0f-422c-931b-6cbb2025f17c,599def14-19d6-40ea-9b04-73ac637f4150,1,1,"",55.99679,-3.40447,POINT (-3.40447 55.99679),196092,2016-04-17 12:42:05 UTC,2016-04-17 13:32:40 UTC,11.495448634590376,2016-04-17,12:32:44,5.0,248.61697247706422,M,"55.0,59.0,48.45",N,"3.0,24.0,16.1",W,Apple,"iPhone5,2","",810,1080,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
55275de8-6ec8-4d28-8587-56b0cfc4887a,3ccea5a6-de0f-422c-931b-6cbb2025f17c,599def14-19d6-40ea-9b04-73ac637f4150,1,1,"",56.00032,-3.40426,POINT (-3.40426 56.00032),204441,2016-04-17 12:42:08 UTC,2016-04-17 13:33:04 UTC,17.53713527851459,2016-04-17,12:33:07,5.0,284.7776183644189,M,"56.0,0.0,1.14",N,"3.0,24.0,15.33",W,Apple,"iPhone5,2","",810,1080,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
0b002cd6-4792-43dd-b045-f6d7aead5089,3ccea5a6-de0f-422c-931b-6cbb2025f17c,599def14-19d6-40ea-9b04-73ac637f4150,1,1,"",56.00762,-3.40388,POINT (-3.40388 56.00762),180191,2016-04-17 12:42:12 UTC,2016-04-17 13:33:53 UTC,11.540614960991281,2016-04-17,12:33:56,5.0,312.3824884792627,M,"56.0,0.0,27.44",N,"3.0,24.0,13.97",W,Apple,"iPhone5,2","",810,1080,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
efce48fa-e901-4528-90e1-a2e46a7d6c75,b7cdf7fb-1e4e-491b-ad27-e262d0c6455a,c4851290-e7fa-46d7-b754-0635f793e87e,1,1,"",56.0143,-3.40353,POINT (-3.40353 56.0143),220438,2016-04-17 12:42:16 UTC,2016-04-17 13:34:39 UTC,37.055325034578146,2016-04-17,12:34:41,10.0,284.67713004484307,M,"56.0,0.0,51.47",N,"3.0,24.0,12.71",W,Apple,"iPhone5,2","",810,1080,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
b0e32eef-4b9d-405f-bfe5-87124f715d3f,b7cdf7fb-1e4e-491b-ad27-e262d0c6455a,c4851290-e7fa-46d7-b754-0635f793e87e,1,1,"",56.01621,-3.40352,POINT (-3.40352 56.01621),175344,2016-04-17 12:42:19 UTC,2016-04-17 13:34:52 UTC,28.87289088863892,2016-04-17,12:34:54,10.0,309.5887445887446,M,"56.0,0.0,58.35",N,"3.0,24.0,12.68",W,Apple,"iPhone5,2","",810,1080,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
44997e16-3181-4fcd-8435-6e5eb43096f0,e4f1aa83-e64d-4ee7-ba0d-9d6206215025,9f9f00ac-0cd1-46f6-9225-882666debc62,1,1,"",56.01896,-3.41168,POINT (-3.41168 56.01896),171287,2016-04-17 12:42:22 UTC,2016-04-17 13:36:27 UTC,5.579555555555555,2016-04-17,12:36:29,5.0,27.505984766050055,M,"56.0,1.0,8.26",N,"3.0,24.0,42.04",W,Apple,"iPhone5,2","",810,1080,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
5f4b4b23-70f3-48df-b605-db1b9e9f2fa5,1b87e489-57be-4776-b5a6-ba313936d2ea,f0d9745d-6894-4fbd-bdac-b8f25debdcc5,1,1,"",56.01019,-3.3961,POINT (-3.3961 56.01019),224113,2016-04-17 12:42:25 UTC,2016-04-17 13:39:01 UTC,8.535732387227572,2016-04-17,12:39:05,5.0,347.6209677419355,M,"56.0,0.0,36.68",N,"3.0,23.0,45.97",W,Apple,"iPhone5,2","",810,1080,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
1bceed2e-1f88-4ba5-a284-4f21ca6407c7,1b87e489-57be-4776-b5a6-ba313936d2ea,f0d9745d-6894-4fbd-bdac-b8f25debdcc5,1,1,"",56.01007,-3.39523,POINT (-3.39523 56.01007),230628,2016-04-17 12:42:29 UTC,2016-04-17 13:39:11 UTC,4.1986353297953,2016-04-17,12:39:13,5.0,350.23560209424085,M,"56.0,0.0,36.26",N,"3.0,23.0,42.84",W,Apple,"iPhone5,2","",810,1080,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
d852bae3-13af-4af5-a77b-373ec8845757,103bb84d-c6f4-425e-b853-c9d56b989f97,05b7bfb6-eec9-4b0a-bb51-404e649370c9,1,1,"",56.00838,-3.39487,POINT (-3.39487 56.00838),195727,2016-04-17 12:42:32 UTC,2016-04-17 13:40:55 UTC,7.6694599627560525,2016-04-17,12:40:58,5.0,88.254,M,"56.0,0.0,30.17",N,"3.0,23.0,41.55",W,Apple,"iPhone5,2","",810,1080,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
6e513cbc-6f69-41fd-8b9b-7a7d66975516,103bb84d-c6f4-425e-b853-c9d56b989f97,05b7bfb6-eec9-4b0a-bb51-404e649370c9,1,1,"",56.00836,-3.39488,POINT (-3.39488 56.00836),219809,2016-04-17 12:42:35 UTC,2016-04-17 13:41:12 UTC,3.5628930817610063,2016-04-17,12:41:14,5.0,28.616363636363637,M,"56.0,0.0,30.1",N,"3.0,23.0,41.58",W,Apple,"iPhone5,2","",810,1080,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
5390d6bb-be7e-4d26-abf3-248ca2306ae6,61c7c06a-a6ed-4203-898e-61bf610d3e6d,423f6ee4-a00f-4b9f-9ce0-74fe7cf1eb47,1,1,"",56.02038,-3.40562,POINT (-3.40562 56.02038),306172,2016-04-26 17:03:05 UTC,2016-04-17 14:07:23 UTC,19.90102827763496,2016-04-17,13:07:25,5.0,59.125461254612546,M,"56.0,1.0,13.36",N,"3.0,24.0,20.24",W,Apple,"iPhone5,2","",810,1080,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
fea96a52-5d40-48f6-9951-f4a5d0646f50,b2074ce9-1640-460e-8989-27405b909f97,a651c601-9531-48a7-9af1-b1fa740f9678,1,1,"",55.94219,-3.20343,POINT (-3.20343 55.94219),150969,2016-04-26 17:03:07 UTC,2016-04-19 19:56:52 UTC,83.4992657856094,2016-04-19,18:56:55,10.0,52.22769230769231,M,"55.0,56.0,31.87",N,"3.0,12.0,12.35",W,Apple,"iPhone5,2","",810,1080,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
98bbc5ad-d85d-407b-9ac3-e18c96f52967,b2074ce9-1640-460e-8989-27405b909f97,a651c601-9531-48a7-9af1-b1fa740f9678,1,1,"",55.94086,-3.20356,POINT (-3.20356 55.94086),193167,2016-04-26 17:03:08 UTC,2016-04-19 19:57:06 UTC,90.95141700404858,2016-04-19,18:57:09,10.0,164.4246861924686,M,"55.0,56.0,27.1",N,"3.0,12.0,12.82",W,Apple,"iPhone5,2","",810,1080,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
0b160ab7-200c-4abc-8e17-8e62584910bd,d0c2574a-5dfd-41c7-ae66-051950bdff33,dd2dda85-d30d-4171-b489-5cc92a0f83f9,1,1,"",55.7904,-3.72054,POINT (-3.72054 55.7904),188876,2016-04-26 17:03:09 UTC,2016-04-21 19:14:29 UTC,294.2191780821918,2016-04-21,18:14:31,5.0,341.50515463917526,M,"55.0,47.0,25.45",N,"3.0,43.0,13.93",W,Apple,"iPhone5,2","",1080,810,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
f174667d-710d-46bf-8c25-c8f5acf93aba,f6e5cfeb-27a1-48ef-a247-86ad7047264a,737c77b2-69fb-483c-b7d4-cb24729d67ae,1,1,"",55.78154,-3.71096,POINT (-3.71096 55.78154),296527,2016-04-26 17:03:10 UTC,2016-04-21 19:15:43 UTC,307.0376811594203,2016-04-21,18:15:47,5.0,9.454055873443284,M,"55.0,46.0,53.55",N,"3.0,42.0,39.45",W,Apple,"iPhone5,2","",1080,810,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
909051d5-50f6-4d72-a96f-4c3cedb07fbe,0adf6f4e-0360-46eb-94b0-ed68abcfaafa,f03d2962-bc1c-4bb8-be0d-a7466f3aa02f,1,1,"",55.75785,-3.69786,POINT (-3.69786 55.75785),205075,2016-04-26 17:03:11 UTC,2016-04-21 19:19:29 UTC,247.37155963302752,2016-04-21,18:19:32,5.0,148.01248049921998,M,"55.0,45.0,28.26",N,"3.0,41.0,52.29",W,Apple,"iPhone5,2","",1080,810,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
4c853e6c-6893-44bf-9416-50871df5be7a,be6a80ea-f68e-499b-8ab3-e14c26e15e4e,0aeb2fd5-cb1b-4bf3-885a-217ee135f1bb,1,1,"",55.71869,-3.72748,POINT (-3.72748 55.71869),133024,2016-04-26 17:03:13 UTC,2016-04-21 19:22:20 UTC,247.34591194968553,2016-04-21,18:22:23,5.0,105.82977257064094,M,"55.0,43.0,7.28",N,"3.0,43.0,38.92",W,Apple,"iPhone5,2","",1080,810,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
b7469b52-9a66-4c2b-ad69-96d098e82a13,15d8b32b-9121-4d14-80d1-b6ea387e57ee,6b057f92-f61b-4015-82b0-10d76a5d0431,1,1,"",55.70889,-3.72463,POINT (-3.72463 55.70889),150371,2016-04-26 17:03:14 UTC,2016-04-21 19:23:04 UTC,248.2944162436548,2016-04-21,18:23:07,5.0,26.29591836734694,M,"55.0,42.0,32.01",N,"3.0,43.0,28.68",W,Apple,"iPhone5,2","",1080,810,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
bde6c087-cab0-4ab0-bc3c-af4933119e0c,94a35216-9fe4-4b67-a48d-1c083cf1c2a9,843f8b9b-7975-4d43-afc0-dbdb3111c47d,1,1,"",55.66958,-3.72201,POINT (-3.72201 55.66958),141453,2016-04-26 17:03:15 UTC,2016-04-21 19:29:27 UTC,196.7167019027484,2016-04-21,18:29:29,5.0,258.52932551319645,M,"55.0,40.0,10.49",N,"3.0,43.0,19.25",W,Apple,"iPhone5,2","",1080,810,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
ca88f4ae-8bd9-4640-a777-bb625486dfdd,19abbea1-f305-47ac-a06e-536702872fc6,429e4cb9-91b8-491a-b7a2-fc9b79f20d56,1,1,"",55.65496,-3.72716,POINT (-3.72716 55.65496),198477,2016-04-26 17:03:17 UTC,2016-04-21 19:31:19 UTC,189.06979062811564,2016-04-21,18:31:21,5.0,343.8259259259259,M,"55.0,39.0,17.86",N,"3.0,43.0,37.78",W,Apple,"iPhone5,2","",1080,810,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
0b2a95c0-a1e5-4464-8b2a-22e636a36c16,19abbea1-f305-47ac-a06e-536702872fc6,429e4cb9-91b8-491a-b7a2-fc9b79f20d56,1,1,"",55.65493,-3.72716,POINT (-3.72716 55.65493),223058,2016-04-26 17:03:18 UTC,2016-04-21 19:31:34 UTC,185.60902255639098,2016-04-21,18:31:37,10.0,351.00840336134456,M,"55.0,39.0,17.74",N,"3.0,43.0,37.77",W,Apple,"iPhone5,2","",1080,810,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
ae19766c-da86-43c3-a94b-3893667d87c5,cfba391d-4a07-4c30-aa40-4952febd0e95,433063ea-5277-4ffa-a0f9-46a94ebdb19d,1,1,"",55.63223,-3.74439,POINT (-3.74439 55.63223),147110,2016-04-26 17:03:20 UTC,2016-04-21 19:34:17 UTC,218.87019230769232,2016-04-21,18:34:18,5.0,45.4125636672326,M,"55.0,37.0,56.03",N,"3.0,44.0,39.8",W,Apple,"iPhone5,2","",1080,810,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
cdc46014-9161-476b-ae0c-8a14754a9e59,c0ff75dd-9f08-46c9-af92-3801de8adda0,dcd777f2-38f0-4ba3-bb25-7c831a9e8d22,1,1,"",55.5937,-3.76726,POINT (-3.76726 55.5937),148809,2016-04-26 17:03:21 UTC,2016-04-21 19:37:48 UTC,289.16525423728814,2016-04-21,18:37:49,5.0,5.393436293436293,M,"55.0,35.0,37.31",N,"3.0,46.0,2.14",W,Apple,"iPhone5,2","",1080,810,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
c0cc74f2-466b-46f3-9ac9-5403144e1d95,7312b1fe-6ccb-4e71-a56f-0557ab98917e,dab21e74-6415-41a1-a6f9-7291e70f3cad,1,1,"",55.55619,-3.69377,POINT (-3.69377 55.55619),174174,2016-04-26 17:03:22 UTC,2016-04-21 19:44:19 UTC,318.87947882736154,2016-04-21,18:44:22,5.0,355.184,M,"55.0,33.0,22.27",N,"3.0,41.0,37.58",W,Apple,"iPhone5,2","",1080,810,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
a41476c7-ee68-4781-ac3a-6bd9bd8e87e2,7312b1fe-6ccb-4e71-a56f-0557ab98917e,dab21e74-6415-41a1-a6f9-7291e70f3cad,1,1,"",55.55488,-3.69386,POINT (-3.69386 55.55488),152613,2016-04-26 17:03:23 UTC,2016-04-21 19:44:30 UTC,320.9340659340659,2016-04-21,18:44:32,5.0,22.689393939393938,M,"55.0,33.0,17.57",N,"3.0,41.0,37.88",W,Apple,"iPhone5,2","",1080,810,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
3d052a6e-7cb2-4c66-92ed-30203288d237,409bb78a-fb34-409d-b23e-e6735346e5b8,5a9879af-2578-48f6-97a0-22856ffa3d60,1,1,"",55.54726,-3.6921,POINT (-3.6921 55.54726),160146,2016-04-26 17:03:24 UTC,2016-04-21 19:45:17 UTC,286.6709677419355,2016-04-21,18:45:19,10.0,341.5269230769231,M,"55.0,32.0,50.13",N,"3.0,41.0,31.56",W,Apple,"iPhone5,2","",1080,810,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
740ab71d-ac96-4b5d-bb4a-b2962980fa6c,029d998c-d5de-4475-994a-0388b377135a,43c1bfd4-b887-4b60-87de-efcd03eed141,1,1,"",55.54427,-3.69051,POINT (-3.69051 55.54427),168693,2016-04-26 17:03:25 UTC,2016-04-21 19:45:37 UTC,257.7741935483871,2016-04-21,18:45:39,5.0,8.941751527494908,M,"55.0,32.0,39.36",N,"3.0,41.0,25.83",W,Apple,"iPhone5,2","",1080,810,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
865f4239-f6b8-4d10-ac09-0c85993312aa,5edb1f57-d3cf-4e0f-bc40-df7f733733b7,686c8754-3f25-4209-b4ec-d9a6aff7ff15,1,1,"",55.53969,-3.67627,POINT (-3.67627 55.53969),208778,2016-04-26 17:03:26 UTC,2016-04-21 19:47:30 UTC,221.2644927536232,2016-04-21,18:47:32,5.0,344.22178988326846,M,"55.0,32.0,22.87",N,"3.0,40.0,34.56",W,Apple,"iPhone5,2","",1080,810,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
4adf5328-5731-441e-be7c-95949ac0cffa,67a3e911-d802-48f6-9ccb-b89d7376af9e,b08ca0a0-4144-42da-9727-387930740e68,1,1,"",55.53972,-3.6737,POINT (-3.6737 55.53972),243164,2016-04-26 17:03:27 UTC,2016-04-21 19:49:27 UTC,242.6927374301676,2016-04-21,18:49:28,5.0,255.512893982808,M,"55.0,32.0,23.0",N,"3.0,40.0,25.33",W,Apple,"iPhone5,2","",1080,810,"iOS 9.3.1, Fulcrum 2.11.3 (2793)",72.0,72.0
